gene_id,region,sequence_length,mfe,mfe_per_nucleotide
ENSCGRT00001010298,5'UTR,19,-8.002247595659824,-0.4211709260873592
ENSCGRT00001010295,5'UTR,19,-8.36176990593593,-0.4400931529439963
ENSCGRT00001010290,5'UTR,19,-7.523283077698705,-0.39596226724730027
ENSCGRT00001010288,5'UTR,19,-6.932493448994988,-0.3648680762628941
ENSCGRT00001010279,5'UTR,19,-6.872132391341548,-0.36169117849166044
ENSCGRT00001010276,5'UTR,19,-7.580748222386031,-0.39898674854663324
ENSCGRT00001010273,5'UTR,19,-8.161028532767268,-0.42952781751406677
ENSCGRT00001010270,5'UTR,19,-6.096212472045528,-0.3208532880023962
ENSCGRT00001010269,5'UTR,19,-8.915454520853476,-0.46923444846597245
ENSCGRT00001010268,5'UTR,19,-8.213384534767926,-0.4322833965667329
ENSCGRT00001010264,5'UTR,19,-7.11783976664096,-0.37462314561268206
ENSCGRT00001010259,5'UTR,19,-7.20472820418355,-0.37919622127281843
ENSCGRT00001010256,5'UTR,19,-6.391022535647836,-0.33636960713935976
ENSCGRT00001010255,5'UTR,19,-6.162566101397816,-0.3243455842840956
ENSCGRT00001010244,5'UTR,19,-8.608075055179881,-0.4530565818515727
ENSCGRT00001010243,5'UTR,19,-7.1078412614130535,-0.3740969084954239
ENSCGRT00001010242,5'UTR,19,-7.916576962825448,-0.4166619454118657
ENSCGRT00001010307,5'UTR,19,-7.905080085189345,-0.4160568465889129
ENSCGRT00001010309,5'UTR,19,-7.776188752141976,-0.40927309221799874
ENSCGRT00001010373,5'UTR,19,-8.607804849100981,-0.45304236047899904
ENSCGRT00001010372,5'UTR,19,-6.601877163217144,-0.34746721911669176
ENSCGRT00001010364,5'UTR,19,-6.107770154549109,-0.32146158708153205
ENSCGRT00001010360,5'UTR,19,-7.1514592007827575,-0.37639258951488197
ENSCGRT00001010358,5'UTR,19,-6.410384027845272,-0.337388633044488
ENSCGRT00001010356,5'UTR,19,-6.623547278947742,-0.3486077515235653
ENSCGRT00001010353,5'UTR,19,-6.536500721404207,-0.34402635375811613
ENSCGRT00001010345,5'UTR,19,-6.791745646183858,-0.3574602971675715
ENSCGRT00001010339,5'UTR,19,-6.534226303664891,-0.34390664756131006
ENSCGRT00001010337,5'UTR,19,-6.478535368068637,-0.340975545687823
ENSCGRT00001010333,5'UTR,19,-7.789921080225229,-0.40999584632764363
ENSCGRT00001010331,5'UTR,19,-8.257420188670856,-0.434601062561624
ENSCGRT00001010327,5'UTR,19,-7.462848022950177,-0.39278147489211457
ENSCGRT00001010321,5'UTR,19,-6.775294076503749,-0.3565944250791447
ENSCGRT00001010319,5'UTR,19,-6.928294407923659,-0.3646470741012452
ENSCGRT00001010313,5'UTR,19,-8.776342952540336,-0.4619127869758072
ENSCGRT00001010311,5'UTR,19,-7.989223979725311,-0.4204854726171216
ENSCGRT00001010308,5'UTR,19,-7.569717068704188,-0.39840616151074676
ENSCGRT00001010377,5'UTR,19,-8.3475815970272,-0.4393463998435368
ENSCGRT00001010237,5'UTR,19,-9.066095812678654,-0.47716293750940286
ENSCGRT00001010232,5'UTR,19,-7.110876018681835,-0.3742566325622018
ENSCGRT00001010160,5'UTR,19,-8.657372438530118,-0.45565118097526935
ENSCGRT00001010159,5'UTR,19,-7.702387179106873,-0.4053887989003617
ENSCGRT00001010156,5'UTR,19,-6.628118583287583,-0.3488483464888202
ENSCGRT00001010154,5'UTR,19,-7.866871810764914,-0.4140458847771007
ENSCGRT00001010149,5'UTR,19,-6.467942523977841,-0.3404180275777811
ENSCGRT00001010144,5'UTR,19,-8.638588912239301,-0.4546625743283843
ENSCGRT00001010140,5'UTR,19,-8.328012681803981,-0.4383164569370517
ENSCGRT00001010135,5'UTR,19,-6.357183032131102,-0.33458858063847907
ENSCGRT00001010134,5'UTR,19,-8.61894665250953,-0.4536287711847121
ENSCGRT00001010131,5'UTR,19,-6.30014073328614,-0.33158635438348105
ENSCGRT00001010124,5'UTR,19,-9.052715250715291,-0.47645869740606794
ENSCGRT00001010119,5'UTR,19,-8.161883709139754,-0.4295728267968292
ENSCGRT00001010117,5'UTR,19,-8.955737592082425,-0.47135461010960134
ENSCGRT00001010104,5'UTR,19,-6.240707138734743,-0.3284582704597233
ENSCGRT00001010162,5'UTR,19,-8.136987259309373,-0.4282624873320723
ENSCGRT00001010168,5'UTR,19,-8.940037934269318,-0.4705283123299641
ENSCGRT00001010222,5'UTR,19,-8.65165473981865,-0.45535024946413943
ENSCGRT00001010220,5'UTR,19,-6.916729850377308,-0.36403841317775304
ENSCGRT00001010216,5'UTR,19,-8.849986675821311,-0.46578877241164796
ENSCGRT00001010215,5'UTR,19,-7.749402307794949,-0.4078632793576289
ENSCGRT00001010207,5'UTR,19,-9.029759735605921,-0.47525051240031163
ENSCGRT00001010206,5'UTR,19,-8.424924742610553,-0.4434170917163449
ENSCGRT00001010205,5'UTR,19,-6.490068072828614,-0.3415825301488744
ENSCGRT00001010201,5'UTR,19,-7.457864598763245,-0.3925191894085918
ENSCGRT00001010195,5'UTR,19,-8.916811413713067,-0.4693058638796351
ENSCGRT00001010190,5'UTR,19,-7.761710411860928,-0.4085110743084699
ENSCGRT00001010189,5'UTR,19,-6.895992357111904,-0.3629469661637844
ENSCGRT00001010181,5'UTR,19,-7.685184246058688,-0.40448338137150985
ENSCGRT00001010180,5'UTR,19,-8.722818744626471,-0.4590957234013932
ENSCGRT00001010179,5'UTR,19,-8.527843870862213,-0.44883388794011647
ENSCGRT00001010177,5'UTR,19,-8.019704501659765,-0.42208971061367184
ENSCGRT00001010175,5'UTR,19,-8.870550120873038,-0.46687105899331777
ENSCGRT00001010172,5'UTR,19,-6.993912307332375,-0.3681006477543355
ENSCGRT00001010170,5'UTR,19,-7.220916888337687,-0.3800482572809309
ENSCGRT00001010169,5'UTR,19,-7.086501964199308,-0.3729737875894373
ENSCGRT00001010100,5'UTR,19,-7.073708045961015,-0.3723004234716324
ENSCGRT00001010380,5'UTR,19,-6.825912445814645,-0.35925854977971816
ENSCGRT00001010390,5'UTR,19,-7.040625944165965,-0.37055926021926133
ENSCGRT00001010580,5'UTR,19,-6.521009005191363,-0.34321100027322965
ENSCGRT00001010577,5'UTR,19,-6.657531542716266,-0.35039639698506664
ENSCGRT00001010570,5'UTR,19,-6.753923116905208,-0.355469637731853
ENSCGRT00001010565,5'UTR,19,-7.615487992324482,-0.4008151574907622
ENSCGRT00001010551,5'UTR,19,-7.040929881687135,-0.3705752569309018
ENSCGRT00001010549,5'UTR,19,-8.701813403270762,-0.4579901791195138
ENSCGRT00001010544,5'UTR,19,-8.190162510659121,-0.4310611847715327
ENSCGRT00001010541,5'UTR,19,-8.873772207928475,-0.46704064252255134
ENSCGRT00001010540,5'UTR,19,-7.245044609066168,-0.381318137319272
ENSCGRT00001010530,5'UTR,19,-8.885149651300962,-0.4676394553316296
ENSCGRT00001010586,5'UTR,19,-6.729118474061776,-0.3541641302137777
ENSCGRT00001010591,5'UTR,19,-8.372340004882012,-0.44064947394115855
ENSCGRT00001010593,5'UTR,19,-8.555633043747639,-0.45029647598671785
ENSCGRT00001010650,5'UTR,19,-8.35927204803177,-0.43996168673851416
ENSCGRT00001010646,5'UTR,19,-7.892568990155573,-0.4153983679029249
ENSCGRT00001010641,5'UTR,19,-7.751357500562031,-0.40796618424010694
ENSCGRT00001010639,5'UTR,19,-8.43718168559272,-0.44406219397856417
ENSCGRT00001010637,5'UTR,19,-6.102709705754779,-0.32119524767130414
ENSCGRT00001010631,5'UTR,19,-7.5078820722332065,-0.395151688012274
ENSCGRT00001010630,5'UTR,19,-7.392501439830731,-0.38907902314898585
ENSCGRT00001010627,5'UTR,19,-9.10989129807753,-0.4794679630567121
ENSCGRT00001010622,5'UTR,19,-8.138064500528214,-0.4283191842383271
ENSCGRT00001010616,5'UTR,19,-7.8931266186304985,-0.4154277167700262
ENSCGRT00001010614,5'UTR,19,-8.14845755086295,-0.4288661868875237
ENSCGRT00001010611,5'UTR,19,-8.490805764247527,-0.4468845139077646
ENSCGRT00001010609,5'UTR,19,-7.698496729181672,-0.4051840383779827
ENSCGRT00001010607,5'UTR,19,-8.553524107624284,-0.45018547934864656
ENSCGRT00001010606,5'UTR,19,-8.497243497886716,-0.4472233419940377
ENSCGRT00001010598,5'UTR,19,-8.963810495642472,-0.4717794997706564
ENSCGRT00001010592,5'UTR,19,-7.38489846069114,-0.38867886635216525
ENSCGRT00001010389,5'UTR,19,-6.9027069156059095,-0.3633003639792584
ENSCGRT00001010517,5'UTR,19,-6.808059490998306,-0.3583189205788582
ENSCGRT00001010448,5'UTR,19,-6.483382935456333,-0.34123068081349117
ENSCGRT00001010443,5'UTR,19,-8.496279617609794,-0.4471726114531471
ENSCGRT00001010441,5'UTR,19,-7.660836946906179,-0.40320194457400943
ENSCGRT00001010440,5'UTR,19,-7.343445280736829,-0.3864971200387805
ENSCGRT00001010436,5'UTR,19,-7.502874333446239,-0.39488812281295993
ENSCGRT00001010432,5'UTR,19,-9.071871800217632,-0.4774669368535596
ENSCGRT00001010429,5'UTR,19,-6.172882563689043,-0.32488855598363386
ENSCGRT00001010425,5'UTR,19,-7.1166502533533444,-0.37456053965017605
ENSCGRT00001010421,5'UTR,19,-6.792439082680163,-0.3574967938252717
ENSCGRT00001010415,5'UTR,19,-8.426651999365031,-0.4435079999665806
ENSCGRT00001010411,5'UTR,19,-7.979476930150291,-0.41997247000791005
ENSCGRT00001010409,5'UTR,19,-6.921687583914161,-0.36429934652179796
ENSCGRT00001010407,5'UTR,19,-7.452063046978375,-0.3922138445778092
ENSCGRT00001010405,5'UTR,19,-7.745130266007137,-0.4076384350530072
ENSCGRT00001010399,5'UTR,19,-8.962645473299952,-0.4717181828052606
ENSCGRT00001010396,5'UTR,19,-8.134093799548534,-0.4281101999762386
ENSCGRT00001010395,5'UTR,19,-6.905132933498558,-0.363428049131503
ENSCGRT00001010449,5'UTR,19,-9.031318839818578,-0.47533257051676725
ENSCGRT00001010452,5'UTR,19,-6.2674474364870445,-0.3298656545519497
ENSCGRT00001010511,5'UTR,19,-6.6114602436767385,-0.3479715917724599
ENSCGRT00001010508,5'UTR,19,-8.814415480530599,-0.46391660423845255
ENSCGRT00001010506,5'UTR,19,-7.210692080864095,-0.37951010951916286
ENSCGRT00001010495,5'UTR,19,-8.887592536865375,-0.4677680282560724
ENSCGRT00001010494,5'UTR,19,-8.750357599160683,-0.4605451367979307
ENSCGRT00001010489,5'UTR,19,-7.283450110990671,-0.3833394795258248
ENSCGRT00001010484,5'UTR,19,-7.8407603522809,-0.41267159748846843
ENSCGRT00001010483,5'UTR,19,-6.08267044078802,-0.3201405495151589
ENSCGRT00001010471,5'UTR,19,-9.044091310448305,-0.4760048058130687
ENSCGRT00001010469,5'UTR,19,-6.382145195043144,-0.33590237868648126
ENSCGRT00001010468,5'UTR,19,-6.338918036782856,-0.33362726509383456
ENSCGRT00001010466,5'UTR,19,-7.548632694294116,-0.39729645759442717
ENSCGRT00001010456,5'UTR,19,-7.638205071654047,-0.40201079324494987
ENSCGRT00001010099,5'UTR,19,-6.332729441451041,-0.33330154955005475
ENSCGRT00001010098,5'UTR,19,-9.063063629044784,-0.4770033488970939
ENSCGRT00001010097,5'UTR,19,-7.068635323419169,-0.37203343807469313
ENSCGRT00001009728,5'UTR,19,-7.889453923756329,-0.4152344170398068
ENSCGRT00001009724,5'UTR,19,-6.762745620225534,-0.3559339800118702
ENSCGRT00001009720,5'UTR,19,-8.53075920335083,-0.4489873264921489
ENSCGRT00001009718,5'UTR,19,-8.121938124894633,-0.4274704276260333
ENSCGRT00001009710,5'UTR,19,-9.015075242274188,-0.4744776443302204
ENSCGRT00001009709,5'UTR,19,-7.653608611962959,-0.4028215058927873
ENSCGRT00001009702,5'UTR,19,-8.223976201727394,-0.43284085272249445
ENSCGRT00001009699,5'UTR,19,-6.661160793918684,-0.35058741020624656
ENSCGRT00001009697,5'UTR,19,-6.5661012736495445,-0.34558427756050236
ENSCGRT00001009696,5'UTR,19,-6.520577797212404,-0.3431883051164423
ENSCGRT00001009695,5'UTR,19,-7.385663616422869,-0.3887191377064668
ENSCGRT00001009692,5'UTR,19,-8.235586510758678,-0.43345192161887774
ENSCGRT00001009690,5'UTR,19,-9.087086127897509,-0.47826769094197413
ENSCGRT00001009686,5'UTR,19,-6.562434863824314,-0.3453913086223323
ENSCGRT00001009685,5'UTR,19,-8.489528679017306,-0.4468172988956477
ENSCGRT00001009682,5'UTR,19,-7.475238307526714,-0.393433595132985
ENSCGRT00001009680,5'UTR,19,-8.644324141915915,-0.45496442852189023
ENSCGRT00001009679,5'UTR,19,-7.442402401373637,-0.3917053895459809
ENSCGRT00001009678,5'UTR,19,-8.87471681061796,-0.4670903584535768
ENSCGRT00001009672,5'UTR,19,-6.6144151779686355,-0.3481271146299282
ENSCGRT00001009671,5'UTR,19,-6.402166693358692,-0.3369561417557206
ENSCGRT00001009670,5'UTR,19,-6.994647797101729,-0.36813935774219625
ENSCGRT00001009730,5'UTR,19,-6.235912164767602,-0.32820590340882116
ENSCGRT00001009789,5'UTR,19,-7.711014541645897,-0.40584287061294194
ENSCGRT00001009781,5'UTR,19,-6.910171180805867,-0.36369322004241406
ENSCGRT00001009780,5'UTR,19,-9.07506896532796,-0.4776352087014716
ENSCGRT00001009779,5'UTR,19,-8.080297566408442,-0.42527881928465483
ENSCGRT00001009778,5'UTR,19,-7.620480455336216,-0.4010779187019061
ENSCGRT00001009775,5'UTR,19,-8.219940181799899,-0.43262843062104733
ENSCGRT00001009770,5'UTR,19,-6.1791630219326965,-0.32521910641751034
ENSCGRT00001009764,5'UTR,19,-8.541322579912796,-0.44954329367962087
ENSCGRT00001009760,5'UTR,19,-6.764089225184318,-0.3560046960623325
ENSCGRT00001009758,5'UTR,19,-8.734883727339405,-0.4597307224915476
ENSCGRT00001009756,5'UTR,19,-7.294877528687014,-0.3839409225624744
ENSCGRT00001009752,5'UTR,19,-7.444813310924813,-0.39183227952235855
ENSCGRT00001009748,5'UTR,19,-8.363708090959749,-0.4401951626820921
ENSCGRT00001009747,5'UTR,19,-7.070112207793696,-0.3721111688312472
ENSCGRT00001009743,5'UTR,19,-8.029084503081283,-0.42258339489901486
ENSCGRT00001009739,5'UTR,19,-8.239635975792913,-0.43366505135752176
ENSCGRT00001009734,5'UTR,19,-6.697670600806193,-0.3525089789897996
ENSCGRT00001009668,5'UTR,19,-7.051353670717752,-0.3711238774061975
ENSCGRT00001009663,5'UTR,19,-7.681691377518432,-0.40429954618518066
ENSCGRT00001009603,5'UTR,19,-8.909284698773716,-0.4689097209880903
ENSCGRT00001009594,5'UTR,19,-8.247793956061733,-0.4340944187400912
ENSCGRT00001009590,5'UTR,19,-6.928687160864395,-0.36466774530865237
ENSCGRT00001009586,5'UTR,19,-6.395998557748843,-0.3366315030394128
ENSCGRT00001009585,5'UTR,19,-7.725221377199453,-0.4065905987999712
ENSCGRT00001009582,5'UTR,19,-7.135345415546024,-0.3755444955550539
ENSCGRT00001009577,5'UTR,19,-6.091487929539735,-0.32060462787051236
ENSCGRT00001009574,5'UTR,19,-6.299800654309723,-0.3315684554899854
ENSCGRT00001009572,5'UTR,19,-8.441635322251127,-0.44429659590795406
ENSCGRT00001009566,5'UTR,19,-7.207278361573744,-0.3793304400828286
ENSCGRT00001009562,5'UTR,19,-8.509584176257759,-0.4478728513819873
ENSCGRT00001009558,5'UTR,19,-7.802096946377622,-0.4106366813882959
ENSCGRT00001009548,5'UTR,19,-8.37636656154534,-0.44086139797607055
ENSCGRT00001009544,5'UTR,19,-6.151990068976452,-0.3237889509987606
ENSCGRT00001009604,5'UTR,19,-6.6553416584120235,-0.3502811399164223
ENSCGRT00001009605,5'UTR,19,-8.028791540497819,-0.4225679758156747
ENSCGRT00001009612,5'UTR,19,-7.012966422917877,-0.36910349594304614
ENSCGRT00001009662,5'UTR,19,-8.710717775675159,-0.45845883029869255
ENSCGRT00001009655,5'UTR,19,-8.665413952943425,-0.4560744185759697
ENSCGRT00001009654,5'UTR,19,-7.230241186513837,-0.3805390098165177
ENSCGRT00001009648,5'UTR,19,-8.572145177567593,-0.4511655356614523
ENSCGRT00001009647,5'UTR,19,-8.233297532897126,-0.4333314490998487
ENSCGRT00001009646,5'UTR,19,-6.595138060622159,-0.34711252950642946
ENSCGRT00001009640,5'UTR,19,-8.640429684854636,-0.45475945709761245
ENSCGRT00001009638,5'UTR,19,-6.923058578556963,-0.36437150413457703
ENSCGRT00001009634,5'UTR,19,-8.429663476669434,-0.4436664987720755
ENSCGRT00001009633,5'UTR,19,-8.757323684714065,-0.4609117728796876
ENSCGRT00001009632,5'UTR,19,-6.466021855175071,-0.34031693974605637
ENSCGRT00001009620,5'UTR,19,-7.916941780408959,-0.4166811463373136
ENSCGRT00001009615,5'UTR,19,-6.813055778411782,-0.3585818830743043
ENSCGRT00001009614,5'UTR,19,-6.277124170394527,-0.33037495633655406
ENSCGRT00001009609,5'UTR,19,-6.159769717064689,-0.3241984061612994
ENSCGRT00001009792,5'UTR,19,-8.42298677662709,-0.4433150935066889
ENSCGRT00001009799,5'UTR,19,-7.709650859760419,-0.40577109788212734
ENSCGRT00001010023,5'UTR,19,-8.084382876851132,-0.42549383562374377
ENSCGRT00001010013,5'UTR,19,-7.288594936858266,-0.3836102598346456
ENSCGRT00001010011,5'UTR,19,-8.82551937007749,-0.4645010194777626
ENSCGRT00001010009,5'UTR,19,-6.492680262192535,-0.3417200137996071
ENSCGRT00001010007,5'UTR,19,-8.89303210665112,-0.4680543214026905
ENSCGRT00001010002,5'UTR,19,-7.313362804557881,-0.38491383181883587
ENSCGRT00001009996,5'UTR,19,-6.703657542053805,-0.3528240811607266
ENSCGRT00001009993,5'UTR,19,-7.974320557849292,-0.41970108199206796
ENSCGRT00001009991,5'UTR,19,-7.735212796278306,-0.4071164629620161
ENSCGRT00001009988,5'UTR,19,-6.3691213115805665,-0.3352169111358193
ENSCGRT00001009985,5'UTR,19,-6.643894865240487,-0.34967867711792033
ENSCGRT00001009975,5'UTR,19,-6.418798696490377,-0.3378315103415988
ENSCGRT00001009966,5'UTR,19,-6.86289754073198,-0.3612051337227358
ENSCGRT00001009964,5'UTR,19,-6.908417422159392,-0.36360091695575747
ENSCGRT00001010030,5'UTR,19,-6.536612852499094,-0.3440322553946892
ENSCGRT00001009962,5'UTR,19,-8.254532354917687,-0.4344490713114572
ENSCGRT00001010096,5'UTR,19,-6.534938689572681,-0.3439441415564569
ENSCGRT00001010093,5'UTR,19,-6.433289323182842,-0.3385941749043601
ENSCGRT00001010084,5'UTR,19,-6.1374590025307345,-0.3230241580279334
ENSCGRT00001010082,5'UTR,19,-8.525549143551117,-0.44871311281847986
ENSCGRT00001010079,5'UTR,19,-7.055557229389075,-0.3713451173362671
ENSCGRT00001010077,5'UTR,19,-8.120081353231189,-0.4273727028016415
ENSCGRT00001010076,5'UTR,19,-7.327251679627969,-0.38564482524357735
ENSCGRT00001010073,5'UTR,19,-6.153704848590063,-0.32387920255737174
ENSCGRT00001010062,5'UTR,19,-8.620001827616237,-0.45368430671664406
ENSCGRT00001010059,5'UTR,19,-6.224339928169432,-0.32759683832470693
ENSCGRT00001010050,5'UTR,19,-6.137075663630346,-0.323003982296334
ENSCGRT00001010040,5'UTR,19,-6.46855669162492,-0.3404503521907853
ENSCGRT00001010039,5'UTR,19,-7.73072316171468,-0.4068801664060358
ENSCGRT00001010033,5'UTR,19,-8.473761718894785,-0.4459874588891992
ENSCGRT00001009958,5'UTR,19,-8.643633857494336,-0.4549280977628598
ENSCGRT00001009953,5'UTR,19,-8.4845433301745,-0.44655491211444737
ENSCGRT00001009862,5'UTR,19,-6.751655958401223,-0.35535031360006436
ENSCGRT00001009856,5'UTR,19,-6.308615473146365,-0.33203239332349294
ENSCGRT00001009853,5'UTR,19,-8.848080095038233,-0.46568842605464383
ENSCGRT00001009852,5'UTR,19,-6.306236476841229,-0.3319071829916436
ENSCGRT00001009848,5'UTR,19,-6.961313333334592,-0.36638491228076797
ENSCGRT00001009844,5'UTR,19,-8.321293555189415,-0.43796281869417975
ENSCGRT00001009843,5'UTR,19,-8.843075710629826,-0.46542503740156976
ENSCGRT00001009839,5'UTR,19,-7.643290243668291,-0.40227843387727846
ENSCGRT00001009837,5'UTR,19,-8.894571597376794,-0.4681353472303576
ENSCGRT00001009819,5'UTR,19,-6.987619099315822,-0.3677694262797801
ENSCGRT00001009816,5'UTR,19,-8.54613549944127,-0.44979660523375103
ENSCGRT00001009813,5'UTR,19,-8.172182368553058,-0.4301148615027925
ENSCGRT00001009812,5'UTR,19,-8.518197624032648,-0.44832619073856045
ENSCGRT00001009806,5'UTR,19,-7.920007571277076,-0.41684250375142506
ENSCGRT00001009866,5'UTR,19,-6.275217706838409,-0.3302746161493899
ENSCGRT00001009868,5'UTR,19,-7.460732566945105,-0.392670135102374
ENSCGRT00001009871,5'UTR,19,-6.890974128436749,-0.36268284886509206
ENSCGRT00001009941,5'UTR,19,-6.4656775322798845,-0.34029881748841495
ENSCGRT00001009939,5'UTR,19,-6.960272987111367,-0.36633015721638773
ENSCGRT00001009936,5'UTR,19,-6.889285987273436,-0.3625939993301809
ENSCGRT00001009917,5'UTR,19,-8.960741502358953,-0.47161797380836595
ENSCGRT00001009915,5'UTR,19,-6.142997727417272,-0.3233156698640669
ENSCGRT00001009912,5'UTR,19,-6.5308484145911825,-0.3437288639258517
ENSCGRT00001009907,5'UTR,19,-6.648288967229217,-0.349909945643643
ENSCGRT00001009542,5'UTR,19,-9.062110776036517,-0.4769531987387641
ENSCGRT00001009905,5'UTR,19,-6.337450768382139,-0.3335500404411652
ENSCGRT00001009883,5'UTR,19,-6.5576435345656,-0.34513913339818947
ENSCGRT00001009904,5'UTR,19,-9.025916608391618,-0.4750482425469273
ENSCGRT00001015137,5'UTR,19,-7.6528350693212595,-0.4027807931221716
ENSCGRT00001015145,5'UTR,19,-7.799185208148923,-0.41048343200783804
ENSCGRT00001026342,5'UTR,19,-8.803726550565354,-0.4633540289771239
ENSCGRT00001026340,5'UTR,19,-7.962553869465517,-0.41908178260344825
ENSCGRT00001026336,5'UTR,19,-7.915264150769312,-0.4165928500404901
ENSCGRT00001026332,5'UTR,19,-8.07511111565411,-0.42500584819232157
ENSCGRT00001026321,5'UTR,19,-7.259896863629755,-0.38209983492788185
ENSCGRT00001026304,5'UTR,19,-8.461975190776494,-0.445367115304026
ENSCGRT00001026273,5'UTR,19,-6.107611195829813,-0.32145322083314803
ENSCGRT00001026249,5'UTR,19,-6.43041644994894,-0.3384429710499442
ENSCGRT00001026241,5'UTR,19,-6.299820046045742,-0.3315694761076706
ENSCGRT00001026220,5'UTR,19,-8.502127235403206,-0.4474803808106951
ENSCGRT00001026219,5'UTR,19,-6.776947132817695,-0.3566814280430366
ENSCGRT00001026212,5'UTR,19,-8.313412362950768,-0.437548019102672
ENSCGRT00001026206,5'UTR,19,-6.487913488953907,-0.3414691309975741
ENSCGRT00001026200,5'UTR,19,-8.621577170454247,-0.4537672194975919
ENSCGRT00001026178,5'UTR,19,-8.861634552749546,-0.46640181856576557
ENSCGRT00001026153,5'UTR,19,-6.148634290063515,-0.3236123310559745
ENSCGRT00001026142,5'UTR,19,-7.719554314211819,-0.40629233232693784
ENSCGRT00001026345,5'UTR,19,-7.224655909758017,-0.38024504788200086
ENSCGRT00001026112,5'UTR,19,-7.4331745255802835,-0.3912197118726465
ENSCGRT00001026351,5'UTR,19,-6.631213757983702,-0.3490112504201949
ENSCGRT00001026551,5'UTR,19,-7.328296476872175,-0.3856998145722197
ENSCGRT00001026535,5'UTR,19,-7.316471476175298,-0.3850774461144894
ENSCGRT00001026522,5'UTR,19,-6.699483770996355,-0.35260440899980816
ENSCGRT00001026511,5'UTR,19,-7.692054531431083,-0.404844975338478
ENSCGRT00001026500,5'UTR,19,-7.413016794501452,-0.39015877865797116
ENSCGRT00001026493,5'UTR,19,-7.6902173524753135,-0.404748281709227
ENSCGRT00001026478,5'UTR,19,-8.881662100094571,-0.46745590000497744
ENSCGRT00001026465,5'UTR,19,-8.540622362511161,-0.4495064401321664
ENSCGRT00001026461,5'UTR,19,-7.8182917848374025,-0.4114890413072317
ENSCGRT00001026455,5'UTR,19,-6.249718207806269,-0.3289325372529615
ENSCGRT00001026452,5'UTR,19,-8.73046922502821,-0.4594983802646427
ENSCGRT00001026446,5'UTR,19,-8.57845340461398,-0.4514975476112621
ENSCGRT00001026427,5'UTR,19,-8.815498026015868,-0.46397358031662467
ENSCGRT00001026426,5'UTR,19,-8.371991076465859,-0.4406311092876768
ENSCGRT00001026423,5'UTR,19,-8.350454636369255,-0.43949761244048713
ENSCGRT00001026418,5'UTR,19,-6.2603548252873376,-0.32949235922564934
ENSCGRT00001026415,5'UTR,19,-7.282497856157966,-0.38328936085041926
ENSCGRT00001026378,5'UTR,19,-6.10841279129814,-0.32149541006832316
ENSCGRT00001026368,5'UTR,19,-8.714473494247391,-0.4586564996972311
ENSCGRT00001026367,5'UTR,19,-8.882394063205554,-0.4674944243792397
ENSCGRT00001026360,5'UTR,19,-8.304355385100765,-0.43707133605793497
ENSCGRT00001026350,5'UTR,19,-8.235872828146926,-0.4334669909551014
ENSCGRT00001026568,5'UTR,19,-8.492525648325781,-0.4469750341224095
ENSCGRT00001026091,5'UTR,19,-7.699449478339647,-0.40523418307050774
ENSCGRT00001025842,5'UTR,19,-7.5948059545072475,-0.39972662918459195
ENSCGRT00001025840,5'UTR,19,-6.831509339109068,-0.3595531231110036
ENSCGRT00001025825,5'UTR,19,-7.879956152513111,-0.41473453434279534
ENSCGRT00001025822,5'UTR,19,-6.172088262027088,-0.3248467506330046
ENSCGRT00001025805,5'UTR,19,-8.63353737937704,-0.454396704177739
ENSCGRT00001025800,5'UTR,19,-6.689829886365786,-0.3520963098087256
ENSCGRT00001025797,5'UTR,19,-6.478000280238976,-0.3409473831704724
ENSCGRT00001025796,5'UTR,19,-7.644003351554338,-0.40231596587128093
ENSCGRT00001025793,5'UTR,19,-8.737233478035566,-0.4598543935808193
ENSCGRT00001025792,5'UTR,19,-7.9695836250303795,-0.419451769738441
ENSCGRT00001025791,5'UTR,19,-6.616738342088486,-0.3482493864257098
ENSCGRT00001025790,5'UTR,19,-9.053734984443766,-0.4765123676023035
ENSCGRT00001025786,5'UTR,19,-8.211113736213376,-0.43216388085333557
ENSCGRT00001025785,5'UTR,19,-6.421105788681695,-0.337952936246405
ENSCGRT00001025784,5'UTR,19,-8.476957275211328,-0.44615564606375413
ENSCGRT00001025780,5'UTR,19,-7.255610641437672,-0.38187424428619327
ENSCGRT00001025762,5'UTR,19,-7.0474400896936995,-0.37091789945756315
ENSCGRT00001025756,5'UTR,19,-7.116528990883391,-0.3745541574149153
ENSCGRT00001025752,5'UTR,19,-7.840131790990961,-0.41263851531531376
ENSCGRT00001025875,5'UTR,19,-6.5216830044561895,-0.3432464739187468
ENSCGRT00001025885,5'UTR,19,-6.463062813656551,-0.3401612007187658
ENSCGRT00001026085,5'UTR,19,-7.29006954785795,-0.3836878709398921
ENSCGRT00001026082,5'UTR,19,-8.843523533820665,-0.4654486070431929
ENSCGRT00001026073,5'UTR,19,-8.435997557942581,-0.44399987147066217
ENSCGRT00001026069,5'UTR,19,-6.875088011626934,-0.36184673745404916
ENSCGRT00001026064,5'UTR,19,-6.5741962072273425,-0.34601032669617593
ENSCGRT00001026038,5'UTR,19,-7.5537765927889895,-0.39756718909415734
ENSCGRT00001026018,5'UTR,19,-9.079012577227369,-0.4778427672224931
ENSCGRT00001025991,5'UTR,19,-8.574940061706252,-0.45131263482664485
ENSCGRT00001025980,5'UTR,19,-7.642253407983236,-0.40222386357806506
ENSCGRT00001025978,5'UTR,19,-7.948555784512995,-0.41834504129015765
